Article_ID,Title,IC1,IC2,IC3,IC4,IC5,EC1,EC2,EC3,EC4,EC5,EC6,Inclusion_Score,Exclusion_Flag,Screening_Decision,Exclusion_Reason,Screening_Notes
PM-0006,Shifting the retinal foundation models paradigm from slices to volumes for optical coherence tomography.,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
PM-0007,Health system learning achieves generalist neuroimaging models.,No,No,No,No,No,No,No,No,No,No,Yes,0,YES,Exclude,EC6: Naskah tidak tersedia dalam Bahasa Inggris atau full text tidak dapat diakses,Bahasa naskah: eng
PM-0008,Adaptive consolidation of active inference: excitatory and inhibitory mechanisms for organizing feedforward and feedback memory systems in sleep.,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
PM-0009,Structured Dynamics in the Algorithmic Agent.,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
PM-0010,Generative morphodynamic forecasting enables robust zero-shot volumetric medical segmentation.,No,No,No,No,No,No,No,No,No,No,Yes,0,YES,Exclude,EC6: Naskah tidak tersedia dalam Bahasa Inggris atau full text tidak dapat diakses,Bahasa naskah: eng
PM-0011,Canalization of neural dynamics by δ-protocadherins in the developing zebrafish optic tectum.,No,No,No,No,No,No,No,No,No,No,Yes,0,YES,Exclude,EC6: Naskah tidak tersedia dalam Bahasa Inggris atau full text tidak dapat diakses,Bahasa naskah: eng
PM-0012,Artificial intelligence-based analysis of visual electrophysiological signals for clinical interpretation support.,No,No,No,No,No,No,No,No,No,No,Yes,0,YES,Exclude,EC6: Naskah tidak tersedia dalam Bahasa Inggris atau full text tidak dapat diakses,Bahasa naskah: eng
PM-0013,Predicting breast cancer treatment response and prognosis using AI-based image classification.,No,No,No,No,No,No,No,No,No,No,Yes,0,YES,Exclude,EC6: Naskah tidak tersedia dalam Bahasa Inggris atau full text tidak dapat diakses,Bahasa naskah: eng
PM-0014,Model Predictive Control on the Neural Manifold.,No,No,No,No,No,No,No,No,No,No,Yes,0,YES,Exclude,EC6: Naskah tidak tersedia dalam Bahasa Inggris atau full text tidak dapat diakses,Bahasa naskah: eng
PM-0015,DreamerNav: learning-based autonomous navigation in dynamic indoor environments using world models.,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,5,NO,Candidate,-,Lolos screening judul/abstrak (Memenuhi kriteria domain World Model Video & evaluasi empiris)
PM-0016,Model Predictive Control on the Neural Manifold.,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
PM-0017,High-dimensional neuronal activity from low-dimensional latent dynamics: a solvable model.,No,No,No,No,No,No,No,No,No,No,Yes,0,YES,Exclude,EC6: Naskah tidak tersedia dalam Bahasa Inggris atau full text tidak dapat diakses,Bahasa naskah: eng
PM-0018,Neural Dynamics in Extrastriate Cortex Underlying False Alarms.,No,No,No,No,No,No,No,No,No,No,Yes,0,YES,Exclude,EC6: Naskah tidak tersedia dalam Bahasa Inggris atau full text tidak dapat diakses,Bahasa naskah: eng
PM-0019,Canalization of circuit assembly by δ-protocadherins in the zebrafish optic tectum.,No,No,No,No,No,No,No,No,No,No,Yes,0,YES,Exclude,EC6: Naskah tidak tersedia dalam Bahasa Inggris atau full text tidak dapat diakses,Bahasa naskah: eng
PM-0020,Neural Dynamics Underlying False Alarms in Extrastriate Cortex.,No,No,No,No,No,No,No,No,No,No,Yes,0,YES,Exclude,EC6: Naskah tidak tersedia dalam Bahasa Inggris atau full text tidak dapat diakses,Bahasa naskah: eng
PM-0021,Shielded Planning Guided Data-Efficient and Safe Reinforcement Learning.,No,No,No,No,No,No,No,No,No,No,Yes,0,YES,Exclude,EC6: Naskah tidak tersedia dalam Bahasa Inggris atau full text tidak dapat diakses,Bahasa naskah: eng
PM-0022,Local field potentials reflect cortical population dynamics in a region-specific and frequency-dependent manner.,No,No,No,No,No,No,No,No,No,No,Yes,0,YES,Exclude,EC6: Naskah tidak tersedia dalam Bahasa Inggris atau full text tidak dapat diakses,Bahasa naskah: eng
PM-0023,A neural circuit model for human sensorimotor timing.,No,No,No,No,No,No,No,No,No,No,Yes,0,YES,Exclude,EC6: Naskah tidak tersedia dalam Bahasa Inggris atau full text tidak dapat diakses,Bahasa naskah: eng
IEEE-0001,Latent Prediction-Based Generative Semantic Communication for Video Transmission in Wireless Networks,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
IEEE-0002,OcularWorldSim: A Visual World Model for Ophthalmic Microsurgery With Sim-to-Real Transfer Learning,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
IEEE-0003,Simulating the Real World: A Unified Survey of Multimodal Generative Models,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
IEEE-0004,NRSeg: Noise-Resilient Learning for BEV Semantic Segmentation via Driving World Models,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
IEEE-0005,CascadeOcc: Rethinking 3D Occupancy World Models With Cascaded VQ Representations,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
IEEE-0006,SPREAD: Scalable Pre-Trained World Model for Adaptive Dynamics Model,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
IEEE-0007,Semantic Communications With World Models,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
IEEE-0008,Learning Visual Representation for Autonomous Drone Navigation via a Contrastive World Model,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
IEEE-0009,FlowDreamer: A RGB-D World Model With Flow-Based Motion Representations for Robot Manipulation,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
IEEE-0010,"Aligning Perception, Reasoning, Modeling and Interaction: A Survey on Physical AI",No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
IEEE-0011,Mitigating Covariate Shift in Offline Imitation Learning via Trajectory Synthesis,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
IEEE-0012,Dream to Recall: Imagination-Guided Experience Retrieval for Memory-Persistent Vision-and-Language Navigation,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
IEEE-0013,Modeling Interactions Between Autonomous Agents in a Multi-Agent Self-Awareness Architecture,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
IEEE-0014,Embodied Tree of Thoughts: Deliberate Manipulation Planning With Embodied World Model,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
IEEE-0015,OccSora: 4D Occupancy Generation Models as World Simulators for Autonomous Driving,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
IEEE-0016,Action-Inclusive Multi-Future Prediction Using a Generative Model in Human-Related Scenes for Mobile Robots,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
IEEE-0017,For Overall Nighttime Visibility: Integrate Irregular Glow Removal With Glow-Aware Enhancement,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
IEEE-0018,3D Face Reconstruction With Geometry Details From a Single Image,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
IEEE-0019,Lighted-SAM: Lightening Open-World SAM for Low-Light Segmentation,Yes,No,No,No,No,No,No,No,Yes,No,No,1,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
IEEE-0020,JEP-KD: Joint-Embedding Predictive Architecture Based Knowledge Distillation for Visual Speech Recognition,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
IEEE-0021,GOT-JEPA: Generic Object Tracking With Model Adaptation and Occlusion Handling Using Joint-Embedding Predictive Architecture,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
IEEE-0022,Sat-JEPA-Diff: Caption-Guided Zero-RGB Satellite Image Forecasting via Self-Supervised Diffusion,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
IEEE-0023,Time-Series JEPA for Predictive Remote Control Under Capacity-Limited Networks,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
IEEE-0024,Self-Supervised Learning for Temporal Action Segmentation in Industrial and Manufacturing Videos,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
IEEE-0025,Cosmos-Surg-DVRK: World Foundation Model-Based Automated Online Evaluation of Surgical Robot Policy Learning,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
IEEE-0026,A Comprehensive Survey on Self-Supervised Learning on Computer Vision: Moving Beyond the Supervised Paradigm,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
IEEE-0027,World4RL: Diffusion World Models for Policy Refinement With Reinforcement Learning for Robotic Manipulation,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
IEEE-0028,Dream to Adapt: Meta Reinforcement Learning by Latent Context Imagination and MDP Imagination,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
IEEE-0029,Offline Inverse Constrained Reinforcement Learning for Safe-Critical Decision Making in Healthcare,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
IEEE-0030,SGPM-Net: A Self-Evolving Generative Memory Framework for Unsupervised Rare Event Detection via Latent Dynamics-Based Augmentation,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
IEEE-0031,Fuzzy Reinforcement Learning for Adaptive Control of CDQ Systems in Steel Industry,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
IEEE-0032,Learning Visually Interpretable Oscillator Networks for Soft Continuum Robots From Video,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
IEEE-0033,Learning Graph Dynamics With Interaction Effects Propagation for Deformable Linear Objects Shape Control,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
IEEE-0034,Active Learning of Discrete-Time Dynamics for Uncertainty-Aware Model Predictive Control,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
IEEE-0035,Providing Safety Assurances for Systems With Unknown Dynamics,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
IEEE-0036,A Novel Method to Create Digital Twin for Wireless Networks Under Data Scarcity,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
IEEE-0037,Human-in-the-Loop Reinforcement Learning to Track Excavation Paths for a Hydraulic Excavator in a Short Period of Time,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
IEEE-0038,Prototypical Context-Aware Dynamics for Generalization in Visual Control With Model-Based Reinforcement Learning,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
